"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"29.09.2019 20:30 - 29.09.2019 20:45","9493","8973"
"29.09.2019 20:45 - 29.09.2019 21:00","9478","8815"
"29.09.2019 21:00 - 29.09.2019 21:15","9239","8683"
"29.09.2019 21:15 - 29.09.2019 21:30","9185","8521"
"29.09.2019 21:30 - 29.09.2019 21:45","9055","8280"
"29.09.2019 21:45 - 29.09.2019 22:00","8904","8168"
"29.09.2019 22:00 - 29.09.2019 22:15","8752","8149"
"29.09.2019 22:15 - 29.09.2019 22:30","8784","8143"
"29.09.2019 22:30 - 29.09.2019 22:45","8738","8088"
"29.09.2019 22:45 - 29.09.2019 23:00","8624","7973"
"29.09.2019 23:00 - 29.09.2019 23:15","8496","8000"
"29.09.2019 23:15 - 29.09.2019 23:30","8364","7878"
"29.09.2019 23:30 - 29.09.2019 23:45","8193","7746"
"29.09.2019 23:45 - 30.09.2019 00:00","8122","7593"
"30.09.2019 00:00 - 30.09.2019 00:15","7889","7417"
"30.09.2019 00:15 - 30.09.2019 00:30","7679","7296"
"30.09.2019 00:30 - 30.09.2019 00:45","7624","7223"
"30.09.2019 00:45 - 30.09.2019 01:00","7596","7200"
"30.09.2019 01:00 - 30.09.2019 01:15","7514","7162"
"30.09.2019 01:15 - 30.09.2019 01:30","7477","7132"
"30.09.2019 01:30 - 30.09.2019 01:45","7362","7041"
"30.09.2019 01:45 - 30.09.2019 02:00","7413","6895"
"30.09.2019 02:00 - 30.09.2019 02:15","7261","6880"
"30.09.2019 02:15 - 30.09.2019 02:30","7278","6760"
"30.09.2019 02:30 - 30.09.2019 02:45","7192","6785"
"30.09.2019 02:45 - 30.09.2019 03:00","7153","6770"
"30.09.2019 03:00 - 30.09.2019 03:15","7129","6820"
"30.09.2019 03:15 - 30.09.2019 03:30","7130","6772"
"30.09.2019 03:30 - 30.09.2019 03:45","7109","6811"
"30.09.2019 03:45 - 30.09.2019 04:00","7126","6805"
"30.09.2019 04:00 - 30.09.2019 04:15","7199","6814"
"30.09.2019 04:15 - 30.09.2019 04:30","7252","6839"
"30.09.2019 04:30 - 30.09.2019 04:45","7282","6840"
"30.09.2019 04:45 - 30.09.2019 05:00","7319","6987"
"30.09.2019 05:00 - 30.09.2019 05:15","7646","7180"
"30.09.2019 05:15 - 30.09.2019 05:30","7766","7345"
"30.09.2019 05:30 - 30.09.2019 05:45","7913","7600"
"30.09.2019 05:45 - 30.09.2019 06:00","8045","7860"
"30.09.2019 06:00 - 30.09.2019 06:15","8538","8277"
"30.09.2019 06:15 - 30.09.2019 06:30","8890","8642"
"30.09.2019 06:30 - 30.09.2019 06:45","9158","8984"
"30.09.2019 06:45 - 30.09.2019 07:00","9451","9276"
"30.09.2019 07:00 - 30.09.2019 07:15","9833","9634"
"30.09.2019 07:15 - 30.09.2019 07:30","10023","9910"
"30.09.2019 07:30 - 30.09.2019 07:45","10137","9974"
"30.09.2019 07:45 - 30.09.2019 08:00","10134","10017"
"30.09.2019 08:00 - 30.09.2019 08:15","10134","10220"
"30.09.2019 08:15 - 30.09.2019 08:30","10244","10248"
"30.09.2019 08:30 - 30.09.2019 08:45","10388","10317"
"30.09.2019 08:45 - 30.09.2019 09:00","10423","10317"
"30.09.2019 09:00 - 30.09.2019 09:15","10572","10457"
"30.09.2019 09:15 - 30.09.2019 09:30","10631","10421"
"30.09.2019 09:30 - 30.09.2019 09:45","10700","10466"
"30.09.2019 09:45 - 30.09.2019 10:00","10749","10476"
"30.09.2019 10:00 - 30.09.2019 10:15","10674","10463"
"30.09.2019 10:15 - 30.09.2019 10:30","10674","10412"
"30.09.2019 10:30 - 30.09.2019 10:45","10692","10436"
"30.09.2019 10:45 - 30.09.2019 11:00","10708","10452"
"30.09.2019 11:00 - 30.09.2019 11:15","10731","10462"
"30.09.2019 11:15 - 30.09.2019 11:30","10680","10502"
"30.09.2019 11:30 - 30.09.2019 11:45","10746","10506"
"30.09.2019 11:45 - 30.09.2019 12:00","10794","10475"
"30.09.2019 12:00 - 30.09.2019 12:15","10574","10431"
"30.09.2019 12:15 - 30.09.2019 12:30","10451","10384"
"30.09.2019 12:30 - 30.09.2019 12:45","10465","10335"
"30.09.2019 12:45 - 30.09.2019 13:00","10540","10306"
"30.09.2019 13:00 - 30.09.2019 13:15","10593","10344"
"30.09.2019 13:15 - 30.09.2019 13:30","10614","10333"
"30.09.2019 13:30 - 30.09.2019 13:45","10585","10369"
"30.09.2019 13:45 - 30.09.2019 14:00","10556","10320"
"30.09.2019 14:00 - 30.09.2019 14:15","10564","10252"
"30.09.2019 14:15 - 30.09.2019 14:30","10510","10210"
"30.09.2019 14:30 - 30.09.2019 14:45","10522","10223"
"30.09.2019 14:45 - 30.09.2019 15:00","10478","10215"
"30.09.2019 15:00 - 30.09.2019 15:15","10515","10199"
"30.09.2019 15:15 - 30.09.2019 15:30","10436","10194"
"30.09.2019 15:30 - 30.09.2019 15:45","10430","10229"
"30.09.2019 15:45 - 30.09.2019 16:00","10334","10193"
"30.09.2019 16:00 - 30.09.2019 16:15","10300","10091"
"30.09.2019 16:15 - 30.09.2019 16:30","10303","10191"
"30.09.2019 16:30 - 30.09.2019 16:45","10304","10185"
"30.09.2019 16:45 - 30.09.2019 17:00","10396","10214"
"30.09.2019 17:00 - 30.09.2019 17:15","10497","10323"
"30.09.2019 17:15 - 30.09.2019 17:30","10550","10352"
"30.09.2019 17:30 - 30.09.2019 17:45","10573","10401"
"30.09.2019 17:45 - 30.09.2019 18:00","10656","10490"
"30.09.2019 18:00 - 30.09.2019 18:15","10687","10529"
"30.09.2019 18:15 - 30.09.2019 18:30","10637","10513"
"30.09.2019 18:30 - 30.09.2019 18:45","10638","10486"
"30.09.2019 18:45 - 30.09.2019 19:00","10623","10578"
"30.09.2019 19:00 - 30.09.2019 19:15","10754","10560"
"30.09.2019 19:15 - 30.09.2019 19:30","10696","10536"
"30.09.2019 19:30 - 30.09.2019 19:45","10658","10646"
"30.09.2019 19:45 - 30.09.2019 20:00","10707","10637"
"30.09.2019 20:00 - 30.09.2019 20:15","10655","10489"
"30.09.2019 20:15 - 30.09.2019 20:30","10595","10429"
"30.09.2019 20:30 - 30.09.2019 20:45","10598","10130"
"30.09.2019 20:45 - 30.09.2019 21:00","10469","10175"
"30.09.2019 21:00 - 30.09.2019 21:15","10179","9942"
"30.09.2019 21:15 - 30.09.2019 21:30","10022","9749"
"30.09.2019 21:30 - 30.09.2019 21:45","9879","9696"
"30.09.2019 21:45 - 30.09.2019 22:00","9637","9478"
"30.09.2019 22:00 - 30.09.2019 22:15","9641","9324"
"30.09.2019 22:15 - 30.09.2019 22:30","9710","9143"
"30.09.2019 22:30 - 30.09.2019 22:45","9648","8894"
"30.09.2019 22:45 - 30.09.2019 23:00","9453","8892"
"30.09.2019 23:00 - 30.09.2019 23:15","9285","8856"
"30.09.2019 23:15 - 30.09.2019 23:30","9169","8649"
"30.09.2019 23:30 - 30.09.2019 23:45","9016","8504"
"30.09.2019 23:45 - 01.10.2019 00:00","8914","8461"
"01.10.2019 00:00 - 01.10.2019 00:15","8419","8154"
"01.10.2019 00:15 - 01.10.2019 00:30","8228","8168"
"01.10.2019 00:30 - 01.10.2019 00:45","8219","8061"
"01.10.2019 00:45 - 01.10.2019 01:00","8130","7928"
"01.10.2019 01:00 - 01.10.2019 01:15","8028","7926"
"01.10.2019 01:15 - 01.10.2019 01:30","7899","7865"
"01.10.2019 01:30 - 01.10.2019 01:45","7797","7770"
"01.10.2019 01:45 - 01.10.2019 02:00","7766","7618"
"01.10.2019 02:00 - 01.10.2019 02:15","7630","7588"
"01.10.2019 02:15 - 01.10.2019 02:30","7582","7641"
"01.10.2019 02:30 - 01.10.2019 02:45","7567","7557"
"01.10.2019 02:45 - 01.10.2019 03:00","7531","7488"
"01.10.2019 03:00 - 01.10.2019 03:15","7585","7541"
"01.10.2019 03:15 - 01.10.2019 03:30","7497","7263"
"01.10.2019 03:30 - 01.10.2019 03:45","7544","7117"
"01.10.2019 03:45 - 01.10.2019 04:00","7546","7289"
"01.10.2019 04:00 - 01.10.2019 04:15","7543","7288"
"01.10.2019 04:15 - 01.10.2019 04:30","7602","7316"
"01.10.2019 04:30 - 01.10.2019 04:45","7645","7469"
"01.10.2019 04:45 - 01.10.2019 05:00","7701","7551"
"01.10.2019 05:00 - 01.10.2019 05:15","7853","7645"
"01.10.2019 05:15 - 01.10.2019 05:30","7969","7776"
"01.10.2019 05:30 - 01.10.2019 05:45","8111","7894"
"01.10.2019 05:45 - 01.10.2019 06:00","8301","8078"
"01.10.2019 06:00 - 01.10.2019 06:15","8847","8437"
"01.10.2019 06:15 - 01.10.2019 06:30","9112","8799"
"01.10.2019 06:30 - 01.10.2019 06:45","9413","9040"
"01.10.2019 06:45 - 01.10.2019 07:00","9634","9308"
"01.10.2019 07:00 - 01.10.2019 07:15","10094","9774"
"01.10.2019 07:15 - 01.10.2019 07:30","10212","9941"
"01.10.2019 07:30 - 01.10.2019 07:45","10243","10116"
"01.10.2019 07:45 - 01.10.2019 08:00","10328","10179"
"01.10.2019 08:00 - 01.10.2019 08:15","10366","10308"
"01.10.2019 08:15 - 01.10.2019 08:30","10416","10445"
"01.10.2019 08:30 - 01.10.2019 08:45","10530","10609"
"01.10.2019 08:45 - 01.10.2019 09:00","10603","10885"
"01.10.2019 09:00 - 01.10.2019 09:15","10583","10965"
"01.10.2019 09:15 - 01.10.2019 09:30","10621","10815"
"01.10.2019 09:30 - 01.10.2019 09:45","10648","10797"
"01.10.2019 09:45 - 01.10.2019 10:00","10673","10914"
"01.10.2019 10:00 - 01.10.2019 10:15","10649","10799"
"01.10.2019 10:15 - 01.10.2019 10:30","10616","10758"
"01.10.2019 10:30 - 01.10.2019 10:45","10676","10702"
"01.10.2019 10:45 - 01.10.2019 11:00","10692","10818"
"01.10.2019 11:00 - 01.10.2019 11:15","10712","10672"
"01.10.2019 11:15 - 01.10.2019 11:30","10759","10826"
"01.10.2019 11:30 - 01.10.2019 11:45","10816","10944"
"01.10.2019 11:45 - 01.10.2019 12:00","10803","10786"
"01.10.2019 12:00 - 01.10.2019 12:15","10677","10562"
"01.10.2019 12:15 - 01.10.2019 12:30","10563","10471"
"01.10.2019 12:30 - 01.10.2019 12:45","10557","10469"
"01.10.2019 12:45 - 01.10.2019 13:00","10568","10541"
"01.10.2019 13:00 - 01.10.2019 13:15","10625","10656"
"01.10.2019 13:15 - 01.10.2019 13:30","10570","10686"
"01.10.2019 13:30 - 01.10.2019 13:45","10549","10783"
"01.10.2019 13:45 - 01.10.2019 14:00","10492","10768"
"01.10.2019 14:00 - 01.10.2019 14:15","10456","10540"
"01.10.2019 14:15 - 01.10.2019 14:30","10430","10629"
"01.10.2019 14:30 - 01.10.2019 14:45","10423","10567"
"01.10.2019 14:45 - 01.10.2019 15:00","10424","10574"
"01.10.2019 15:00 - 01.10.2019 15:15","10428","10539"
"01.10.2019 15:15 - 01.10.2019 15:30","10376","10523"
"01.10.2019 15:30 - 01.10.2019 15:45","10356","10482"
"01.10.2019 15:45 - 01.10.2019 16:00","10325","10331"
"01.10.2019 16:00 - 01.10.2019 16:15","10265","10272"
"01.10.2019 16:15 - 01.10.2019 16:30","10263","10238"
"01.10.2019 16:30 - 01.10.2019 16:45","10274","9932"
"01.10.2019 16:45 - 01.10.2019 17:00","10300","10252"
"01.10.2019 17:00 - 01.10.2019 17:15","10429","10496"
"01.10.2019 17:15 - 01.10.2019 17:30","10430","10666"
"01.10.2019 17:30 - 01.10.2019 17:45","10521","10777"
"01.10.2019 17:45 - 01.10.2019 18:00","10555","10937"
"01.10.2019 18:00 - 01.10.2019 18:15","10611","10633"
"01.10.2019 18:15 - 01.10.2019 18:30","10567","10455"
"01.10.2019 18:30 - 01.10.2019 18:45","10592","10459"
"01.10.2019 18:45 - 01.10.2019 19:00","10550","10540"
"01.10.2019 19:00 - 01.10.2019 19:15","10669","10432"
"01.10.2019 19:15 - 01.10.2019 19:30","10551","10606"
"01.10.2019 19:30 - 01.10.2019 19:45","10591","10667"
"01.10.2019 19:45 - 01.10.2019 20:00","10680","10763"
"01.10.2019 20:00 - 01.10.2019 20:15","10646","10476"
"01.10.2019 20:15 - 01.10.2019 20:30","10619","10288"
"01.10.2019 20:30 - 01.10.2019 20:45","10551","10123"
"01.10.2019 20:45 - 01.10.2019 21:00","10383","10110"
"01.10.2019 21:00 - 01.10.2019 21:15","10125","9887"
"01.10.2019 21:15 - 01.10.2019 21:30","9984","9857"
"01.10.2019 21:30 - 01.10.2019 21:45","9844","9872"
"01.10.2019 21:45 - 01.10.2019 22:00","9688","9664"
"01.10.2019 22:00 - 01.10.2019 22:15","9633","9288"
"01.10.2019 22:15 - 01.10.2019 22:30","9594","9160"
"01.10.2019 22:30 - 01.10.2019 22:45","9546","9133"
"01.10.2019 22:45 - 01.10.2019 23:00","9428","9021"
"01.10.2019 23:00 - 01.10.2019 23:15","9313","9230"
"01.10.2019 23:15 - 01.10.2019 23:30","9162","9096"
"01.10.2019 23:30 - 01.10.2019 23:45","8984","8876"
"01.10.2019 23:45 - 02.10.2019 00:00","8864","8830"
"02.10.2019 00:00 - 02.10.2019 00:15","8554","8638"
"02.10.2019 00:15 - 02.10.2019 00:30","8454","8478"
"02.10.2019 00:30 - 02.10.2019 00:45","8317","8246"
"02.10.2019 00:45 - 02.10.2019 01:00","8200","8088"
"02.10.2019 01:00 - 02.10.2019 01:15","8123","7957"
"02.10.2019 01:15 - 02.10.2019 01:30","8058","7824"
"02.10.2019 01:30 - 02.10.2019 01:45","7980","7733"
"02.10.2019 01:45 - 02.10.2019 02:00","7913","7583"
"02.10.2019 02:00 - 02.10.2019 02:15","7830","7557"
"02.10.2019 02:15 - 02.10.2019 02:30","7781","7589"
"02.10.2019 02:30 - 02.10.2019 02:45","7766","7535"
"02.10.2019 02:45 - 02.10.2019 03:00","7729","7588"
"02.10.2019 03:00 - 02.10.2019 03:15","7660","7500"
"02.10.2019 03:15 - 02.10.2019 03:30","7571","7449"
"02.10.2019 03:30 - 02.10.2019 03:45","7618","7522"
"02.10.2019 03:45 - 02.10.2019 04:00","7620","7624"
"02.10.2019 04:00 - 02.10.2019 04:15","7624","7693"
"02.10.2019 04:15 - 02.10.2019 04:30","7683","7645"
"02.10.2019 04:30 - 02.10.2019 04:45","7728","7795"
"02.10.2019 04:45 - 02.10.2019 05:00","7783","7907"
"02.10.2019 05:00 - 02.10.2019 05:15","7987","8078"
"02.10.2019 05:15 - 02.10.2019 05:30","8105","8278"
"02.10.2019 05:30 - 02.10.2019 05:45","8249","8415"
"02.10.2019 05:45 - 02.10.2019 06:00","8442","8632"
"02.10.2019 06:00 - 02.10.2019 06:15","8812","8892"
"02.10.2019 06:15 - 02.10.2019 06:30","9076","9290"
"02.10.2019 06:30 - 02.10.2019 06:45","9376","9564"
"02.10.2019 06:45 - 02.10.2019 07:00","9596","9936"
"02.10.2019 07:00 - 02.10.2019 07:15","10118","10371"
"02.10.2019 07:15 - 02.10.2019 07:30","10237","10478"
"02.10.2019 07:30 - 02.10.2019 07:45","10267","10633"
"02.10.2019 07:45 - 02.10.2019 08:00","10352","10533"
"02.10.2019 08:00 - 02.10.2019 08:15","10495","10618"
"02.10.2019 08:15 - 02.10.2019 08:30","10546","11017"
"02.10.2019 08:30 - 02.10.2019 08:45","10661","10874"
"02.10.2019 08:45 - 02.10.2019 09:00","10735","10602"
"02.10.2019 09:00 - 02.10.2019 09:15","10815","10671"
"02.10.2019 09:15 - 02.10.2019 09:30","10854","10836"
"02.10.2019 09:30 - 02.10.2019 09:45","10881","10954"
"02.10.2019 09:45 - 02.10.2019 10:00","10907","10883"
"02.10.2019 10:00 - 02.10.2019 10:15","10749","10934"
"02.10.2019 10:15 - 02.10.2019 10:30","10716","10783"
"02.10.2019 10:30 - 02.10.2019 10:45","10777","10736"
"02.10.2019 10:45 - 02.10.2019 11:00","10793","10828"
"02.10.2019 11:00 - 02.10.2019 11:15","10756","10882"
"02.10.2019 11:15 - 02.10.2019 11:30","10802","10576"
"02.10.2019 11:30 - 02.10.2019 11:45","10859","10551"
"02.10.2019 11:45 - 02.10.2019 12:00","10846","10599"
"02.10.2019 12:00 - 02.10.2019 12:15","10717","10968"
"02.10.2019 12:15 - 02.10.2019 12:30","10602","10544"
"02.10.2019 12:30 - 02.10.2019 12:45","10596","10545"
"02.10.2019 12:45 - 02.10.2019 13:00","10607","10603"
"02.10.2019 13:00 - 02.10.2019 13:15","10632","10446"
"02.10.2019 13:15 - 02.10.2019 13:30","10577","10564"
"02.10.2019 13:30 - 02.10.2019 13:45","10555","10426"
"02.10.2019 13:45 - 02.10.2019 14:00","10499","10103"
"02.10.2019 14:00 - 02.10.2019 14:15","10470","10158"
"02.10.2019 14:15 - 02.10.2019 14:30","10444","10287"
"02.10.2019 14:30 - 02.10.2019 14:45","10437","10418"
"02.10.2019 14:45 - 02.10.2019 15:00","10438","10351"
"02.10.2019 15:00 - 02.10.2019 15:15","10520","10058"
"02.10.2019 15:15 - 02.10.2019 15:30","10468","10066"
"02.10.2019 15:30 - 02.10.2019 15:45","10447","10251"
"02.10.2019 15:45 - 02.10.2019 16:00","10417","10264"
"02.10.2019 16:00 - 02.10.2019 16:15","10409","10286"
"02.10.2019 16:15 - 02.10.2019 16:30","10406","10167"
"02.10.2019 16:30 - 02.10.2019 16:45","10417","10225"
"02.10.2019 16:45 - 02.10.2019 17:00","10443","10162"
"02.10.2019 17:00 - 02.10.2019 17:15","10560","10148"
"02.10.2019 17:15 - 02.10.2019 17:30","10562","10417"
"02.10.2019 17:30 - 02.10.2019 17:45","10653","10580"
"02.10.2019 17:45 - 02.10.2019 18:00","10689","10510"
"02.10.2019 18:00 - 02.10.2019 18:15","10723","10475"
"02.10.2019 18:15 - 02.10.2019 18:30","10679","10539"
"02.10.2019 18:30 - 02.10.2019 18:45","10704","10647"
"02.10.2019 18:45 - 02.10.2019 19:00","10662","10617"
"02.10.2019 19:00 - 02.10.2019 19:15","10733","10698"
"02.10.2019 19:15 - 02.10.2019 19:30","10615","10734"
"02.10.2019 19:30 - 02.10.2019 19:45","10655","10895"
"02.10.2019 19:45 - 02.10.2019 20:00","10744","10883"
"02.10.2019 20:00 - 02.10.2019 20:15","10736","10810"
"02.10.2019 20:15 - 02.10.2019 20:30","10708","10588"
"02.10.2019 20:30 - 02.10.2019 20:45","10640","10510"
"02.10.2019 20:45 - 02.10.2019 21:00","10471","10343"
"02.10.2019 21:00 - 02.10.2019 21:15","10247","10080"
"02.10.2019 21:15 - 02.10.2019 21:30","10105","9899"
"02.10.2019 21:30 - 02.10.2019 21:45","9963","9666"
"02.10.2019 21:45 - 02.10.2019 22:00","9805","9680"
"02.10.2019 22:00 - 02.10.2019 22:15","9732","9602"
"02.10.2019 22:15 - 02.10.2019 22:30","9692","9615"
"02.10.2019 22:30 - 02.10.2019 22:45","9644","9548"
"02.10.2019 22:45 - 02.10.2019 23:00","9525","9532"
"02.10.2019 23:00 - 02.10.2019 23:15","9438","9500"
"02.10.2019 23:15 - 02.10.2019 23:30","9286","9265"
"02.10.2019 23:30 - 02.10.2019 23:45","9105","8987"
"02.10.2019 23:45 - 03.10.2019 00:00","8984","8812"
"03.10.2019 00:00 - 03.10.2019 00:15","8831","8659"
"03.10.2019 00:15 - 03.10.2019 00:30","8723","8640"
"03.10.2019 00:30 - 03.10.2019 00:45","8567","8622"
"03.10.2019 00:45 - 03.10.2019 01:00","8438","8387"
"03.10.2019 01:00 - 03.10.2019 01:15","8245","8368"
"03.10.2019 01:15 - 03.10.2019 01:30","8172","8234"
"03.10.2019 01:30 - 03.10.2019 01:45","8092","8099"
"03.10.2019 01:45 - 03.10.2019 02:00","8020","7875"
"03.10.2019 02:00 - 03.10.2019 02:15","8022","7944"
"03.10.2019 02:15 - 03.10.2019 02:30","7985","7971"
"03.10.2019 02:30 - 03.10.2019 02:45","7960","7921"
"03.10.2019 02:45 - 03.10.2019 03:00","7918","7848"
"03.10.2019 03:00 - 03.10.2019 03:15","7974","7856"
"03.10.2019 03:15 - 03.10.2019 03:30","7862","7818"
"03.10.2019 03:30 - 03.10.2019 03:45","7887","7820"
"03.10.2019 03:45 - 03.10.2019 04:00","7911","7923"
"03.10.2019 04:00 - 03.10.2019 04:15","7931","7792"
"03.10.2019 04:15 - 03.10.2019 04:30","7991","7900"
"03.10.2019 04:30 - 03.10.2019 04:45","8049","7995"
"03.10.2019 04:45 - 03.10.2019 05:00","8106","8013"
"03.10.2019 05:00 - 03.10.2019 05:15","8252","8121"
"03.10.2019 05:15 - 03.10.2019 05:30","8375","8286"
"03.10.2019 05:30 - 03.10.2019 05:45","8525","8404"
"03.10.2019 05:45 - 03.10.2019 06:00","8725","8673"
"03.10.2019 06:00 - 03.10.2019 06:15","9134","9051"
"03.10.2019 06:15 - 03.10.2019 06:30","9422","9350"
"03.10.2019 06:30 - 03.10.2019 06:45","9724","9587"
"03.10.2019 06:45 - 03.10.2019 07:00","9958","9838"
"03.10.2019 07:00 - 03.10.2019 07:15","10397","10278"
"03.10.2019 07:15 - 03.10.2019 07:30","10529","10511"
"03.10.2019 07:30 - 03.10.2019 07:45","10581","10605"
"03.10.2019 07:45 - 03.10.2019 08:00","10666","10546"
"03.10.2019 08:00 - 03.10.2019 08:15","10655","10686"
"03.10.2019 08:15 - 03.10.2019 08:30","10718","10674"
"03.10.2019 08:30 - 03.10.2019 08:45","10841","10783"
"03.10.2019 08:45 - 03.10.2019 09:00","10941","10860"
"03.10.2019 09:00 - 03.10.2019 09:15","10889","10842"
"03.10.2019 09:15 - 03.10.2019 09:30","10905","10879"
"03.10.2019 09:30 - 03.10.2019 09:45","10926","10933"
"03.10.2019 09:45 - 03.10.2019 10:00","10962","10892"
"03.10.2019 10:00 - 03.10.2019 10:15","10962","10775"
"03.10.2019 10:15 - 03.10.2019 10:30","10926","10852"
"03.10.2019 10:30 - 03.10.2019 10:45","10973","10835"
"03.10.2019 10:45 - 03.10.2019 11:00","11003","10910"
"03.10.2019 11:00 - 03.10.2019 11:15","10997","10810"
"03.10.2019 11:15 - 03.10.2019 11:30","11060","10711"
"03.10.2019 11:30 - 03.10.2019 11:45","11125","10721"
"03.10.2019 11:45 - 03.10.2019 12:00","11092","10753"
"03.10.2019 12:00 - 03.10.2019 12:15","10886","10679"
"03.10.2019 12:15 - 03.10.2019 12:30","10772","10543"
"03.10.2019 12:30 - 03.10.2019 12:45","10766","10478"
"03.10.2019 12:45 - 03.10.2019 13:00","10786","10591"
"03.10.2019 13:00 - 03.10.2019 13:15","10803","10623"
"03.10.2019 13:15 - 03.10.2019 13:30","10758","10620"
"03.10.2019 13:30 - 03.10.2019 13:45","10747","10593"
"03.10.2019 13:45 - 03.10.2019 14:00","10695","10599"
"03.10.2019 14:00 - 03.10.2019 14:15","10631","10591"
"03.10.2019 14:15 - 03.10.2019 14:30","10620","10540"
"03.10.2019 14:30 - 03.10.2019 14:45","10608","10527"
"03.10.2019 14:45 - 03.10.2019 15:00","10613","10571"
"03.10.2019 15:00 - 03.10.2019 15:15","10608","10512"
"03.10.2019 15:15 - 03.10.2019 15:30","10561","10497"
"03.10.2019 15:30 - 03.10.2019 15:45","10538","10526"
"03.10.2019 15:45 - 03.10.2019 16:00","10492","10607"
"03.10.2019 16:00 - 03.10.2019 16:15","10494","10551"
"03.10.2019 16:15 - 03.10.2019 16:30","10489","10517"
"03.10.2019 16:30 - 03.10.2019 16:45","10461","10669"
"03.10.2019 16:45 - 03.10.2019 17:00","10522","10686"
"03.10.2019 17:00 - 03.10.2019 17:15","10559","10686"
"03.10.2019 17:15 - 03.10.2019 17:30","10578","10683"
"03.10.2019 17:30 - 03.10.2019 17:45","10673","10841"
"03.10.2019 17:45 - 03.10.2019 18:00","10722","10970"
"03.10.2019 18:00 - 03.10.2019 18:15","10735","10939"
"03.10.2019 18:15 - 03.10.2019 18:30","10670","10958"
"03.10.2019 18:30 - 03.10.2019 18:45","10693","10954"
"03.10.2019 18:45 - 03.10.2019 19:00","10665","10926"
"03.10.2019 19:00 - 03.10.2019 19:15","10782","10947"
"03.10.2019 19:15 - 03.10.2019 19:30","10702","10930"
"03.10.2019 19:30 - 03.10.2019 19:45","10751","11053"
"03.10.2019 19:45 - 03.10.2019 20:00","10845","10999"
"03.10.2019 20:00 - 03.10.2019 20:15","10740","10730"
"03.10.2019 20:15 - 03.10.2019 20:30","10693","10589"
"03.10.2019 20:30 - 03.10.2019 20:45","10610","10471"
"03.10.2019 20:45 - 03.10.2019 21:00","10457","10230"
"03.10.2019 21:00 - 03.10.2019 21:15","10274","10098"
"03.10.2019 21:15 - 03.10.2019 21:30","10146","9938"
"03.10.2019 21:30 - 03.10.2019 21:45","10020","9694"
"03.10.2019 21:45 - 03.10.2019 22:00","9853","9570"
"03.10.2019 22:00 - 03.10.2019 22:15","9793","9622"
"03.10.2019 22:15 - 03.10.2019 22:30","9741","9613"
"03.10.2019 22:30 - 03.10.2019 22:45","9696","9613"
"03.10.2019 22:45 - 03.10.2019 23:00","9582","9430"
"03.10.2019 23:00 - 03.10.2019 23:15","9577","9371"
"03.10.2019 23:15 - 03.10.2019 23:30","9425","9303"
"03.10.2019 23:30 - 03.10.2019 23:45","9237","9111"
"03.10.2019 23:45 - 04.10.2019 00:00","9122","8897"
"04.10.2019 00:00 - 04.10.2019 00:15","8725","8752"
"04.10.2019 00:15 - 04.10.2019 00:30","8628","8579"
"04.10.2019 00:30 - 04.10.2019 00:45","8489","8519"
"04.10.2019 00:45 - 04.10.2019 01:00","8347","8473"
"04.10.2019 01:00 - 04.10.2019 01:15","8266","8380"
"04.10.2019 01:15 - 04.10.2019 01:30","8185","8278"
"04.10.2019 01:30 - 04.10.2019 01:45","8099","8079"
"04.10.2019 01:45 - 04.10.2019 02:00","8006","8025"
"04.10.2019 02:00 - 04.10.2019 02:15","7994","7877"
"04.10.2019 02:15 - 04.10.2019 02:30","7964","7821"
"04.10.2019 02:30 - 04.10.2019 02:45","7933","7634"
"04.10.2019 02:45 - 04.10.2019 03:00","7903","7560"
"04.10.2019 03:00 - 04.10.2019 03:15","7931","7714"
"04.10.2019 03:15 - 04.10.2019 03:30","7825","7660"
"04.10.2019 03:30 - 04.10.2019 03:45","7856","7720"
"04.10.2019 03:45 - 04.10.2019 04:00","7890","7656"
"04.10.2019 04:00 - 04.10.2019 04:15","7875","7642"
"04.10.2019 04:15 - 04.10.2019 04:30","7921","7709"
